PCName,Handles,processName,processID,processCPU,processHandless,MessageTime,MessageTimeForUsers
DAVIDECASTELLAN,469,AdAppMgrSvc,process.Id,process.CPU,thread.ThreadState,,1619647217.90363,28/04/2021 22:00:17
DAVIDECASTELLAN,158,AdobeUpdateService,process.Id,process.CPU,thread.ThreadState,,1619647218.09928,28/04/2021 22:00:18
DAVIDECASTELLAN,151,AdskLicensingService,process.Id,process.CPU,thread.ThreadState,,1619647218.28354,28/04/2021 22:00:18
DAVIDECASTELLAN,235,AGMService,process.Id,process.CPU,thread.ThreadState,,1619647218.56276,28/04/2021 22:00:18
DAVIDECASTELLAN,236,AGSService,process.Id,process.CPU,thread.ThreadState,,1619647218.77478,28/04/2021 22:00:18
DAVIDECASTELLAN,807,ApplicationFrameHost,process.Id,process.CPU,thread.ThreadState,,1619647218.98444,28/04/2021 22:00:18
DAVIDECASTELLAN,462,atieclxx,process.Id,process.CPU,thread.ThreadState,,1619647219.18004,28/04/2021 22:00:19
DAVIDECASTELLAN,173,atiesrxx,process.Id,process.CPU,thread.ThreadState,,1619647219.39011,28/04/2021 22:00:19
DAVIDECASTELLAN,387,audiodg,process.Id,process.CPU,thread.ThreadState,,1619647219.6244,28/04/2021 22:00:19
DAVIDECASTELLAN,568,Calculator,process.Id,process.CPU,thread.ThreadState,,1619647219.87146,28/04/2021 22:00:19
DAVIDECASTELLAN,275,chrome,process.Id,process.CPU,thread.ThreadState,,1619647220.05867,28/04/2021 22:00:20
DAVIDECASTELLAN,321,chrome,process.Id,process.CPU,thread.ThreadState,,1619647220.25605,28/04/2021 22:00:20
DAVIDECASTELLAN,269,chrome,process.Id,process.CPU,thread.ThreadState,,1619647220.45602,28/04/2021 22:00:20
DAVIDECASTELLAN,336,chrome,process.Id,process.CPU,thread.ThreadState,,1619647220.70624,28/04/2021 22:00:20
DAVIDECASTELLAN,298,chrome,process.Id,process.CPU,thread.ThreadState,,1619647220.91712,28/04/2021 22:00:20
DAVIDECASTELLAN,272,chrome,process.Id,process.CPU,thread.ThreadState,,1619647221.13265,28/04/2021 22:00:21
DAVIDECASTELLAN,1948,chrome,process.Id,process.CPU,thread.ThreadState,,1619647221.33534,28/04/2021 22:00:21
DAVIDECASTELLAN,3526,chrome,process.Id,process.CPU,thread.ThreadState,,1619647221.78436,28/04/2021 22:00:21
DAVIDECASTELLAN,397,chrome,process.Id,process.CPU,thread.ThreadState,,1619647222.15024,28/04/2021 22:00:22
DAVIDECASTELLAN,1907,chrome,process.Id,process.CPU,thread.ThreadState,,1619647222.36891,28/04/2021 22:00:22
DAVIDECASTELLAN,505,chrome,process.Id,process.CPU,thread.ThreadState,,1619647222.58033,28/04/2021 22:00:22
DAVIDECASTELLAN,299,chrome,process.Id,process.CPU,thread.ThreadState,,1619647222.76576,28/04/2021 22:00:22
DAVIDECASTELLAN,372,chrome,process.Id,process.CPU,thread.ThreadState,,1619647222.97737,28/04/2021 22:00:22
DAVIDECASTELLAN,229,chrome,process.Id,process.CPU,thread.ThreadState,,1619647223.1681,28/04/2021 22:00:23
DAVIDECASTELLAN,255,chrome,process.Id,process.CPU,thread.ThreadState,,1619647223.37974,28/04/2021 22:00:23
DAVIDECASTELLAN,242,chrome,process.Id,process.CPU,thread.ThreadState,,1619647223.58044,28/04/2021 22:00:23
DAVIDECASTELLAN,229,chrome,process.Id,process.CPU,thread.ThreadState,,1619647223.76312,28/04/2021 22:00:23
DAVIDECASTELLAN,229,chrome,process.Id,process.CPU,thread.ThreadState,,1619647223.97849,28/04/2021 22:00:23
DAVIDECASTELLAN,239,chrome,process.Id,process.CPU,thread.ThreadState,,1619647224.16839,28/04/2021 22:00:24
DAVIDECASTELLAN,230,chrome,process.Id,process.CPU,thread.ThreadState,,1619647224.36096,28/04/2021 22:00:24
DAVIDECASTELLAN,259,chrome,process.Id,process.CPU,thread.ThreadState,,1619647224.54208,28/04/2021 22:00:24
DAVIDECASTELLAN,243,chrome,process.Id,process.CPU,thread.ThreadState,,1619647224.73607,28/04/2021 22:00:24
DAVIDECASTELLAN,243,chrome,process.Id,process.CPU,thread.ThreadState,,1619647224.96929,28/04/2021 22:00:24
DAVIDECASTELLAN,239,chrome,process.Id,process.CPU,thread.ThreadState,,1619647225.16759,28/04/2021 22:00:25
DAVIDECASTELLAN,279,chrome,process.Id,process.CPU,thread.ThreadState,,1619647225.36095,28/04/2021 22:00:25
DAVIDECASTELLAN,357,chrome,process.Id,process.CPU,thread.ThreadState,,1619647225.55003,28/04/2021 22:00:25
DAVIDECASTELLAN,1647,chrome,process.Id,process.CPU,thread.ThreadState,,1619647225.75257,28/04/2021 22:00:25
DAVIDECASTELLAN,264,chrome,process.Id,process.CPU,thread.ThreadState,,1619647225.95399,28/04/2021 22:00:25
DAVIDECASTELLAN,369,chrome,process.Id,process.CPU,thread.ThreadState,,1619647226.18718,28/04/2021 22:00:26
DAVIDECASTELLAN,238,chrome,process.Id,process.CPU,thread.ThreadState,,1619647226.398,28/04/2021 22:00:26
DAVIDECASTELLAN,265,chrome,process.Id,process.CPU,thread.ThreadState,,1619647226.62,28/04/2021 22:00:26
DAVIDECASTELLAN,232,chrome,process.Id,process.CPU,thread.ThreadState,,1619647226.86349,28/04/2021 22:00:26
DAVIDECASTELLAN,297,chrome,process.Id,process.CPU,thread.ThreadState,,1619647227.13557,28/04/2021 22:00:27
DAVIDECASTELLAN,379,chrome,process.Id,process.CPU,thread.ThreadState,,1619647227.35448,28/04/2021 22:00:27
DAVIDECASTELLAN,787,chrome,process.Id,process.CPU,thread.ThreadState,,1619647227.57286,28/04/2021 22:00:27
DAVIDECASTELLAN,281,chrome,process.Id,process.CPU,thread.ThreadState,,1619647227.80792,28/04/2021 22:00:27
DAVIDECASTELLAN,266,chrome,process.Id,process.CPU,thread.ThreadState,,1619647228.0174,28/04/2021 22:00:28
DAVIDECASTELLAN,241,chrome,process.Id,process.CPU,thread.ThreadState,,1619647228.24964,28/04/2021 22:00:28
DAVIDECASTELLAN,400,chrome,process.Id,process.CPU,thread.ThreadState,,1619647228.49726,28/04/2021 22:00:28
DAVIDECASTELLAN,247,chrome,process.Id,process.CPU,thread.ThreadState,,1619647228.71211,28/04/2021 22:00:28
DAVIDECASTELLAN,209,chrome,process.Id,process.CPU,thread.ThreadState,,1619647228.92305,28/04/2021 22:00:28
DAVIDECASTELLAN,142,CompPkgSrv,process.Id,process.CPU,thread.ThreadState,,1619647229.12411,28/04/2021 22:00:29
DAVIDECASTELLAN,97,conhost,process.Id,process.CPU,thread.ThreadState,,1619647229.3531,28/04/2021 22:00:29
DAVIDECASTELLAN,97,conhost,process.Id,process.CPU,thread.ThreadState,,1619647229.57521,28/04/2021 22:00:29
DAVIDECASTELLAN,97,conhost,process.Id,process.CPU,thread.ThreadState,,1619647229.78716,28/04/2021 22:00:29
DAVIDECASTELLAN,100,conhost,process.Id,process.CPU,thread.ThreadState,,1619647229.9979,28/04/2021 22:00:29
DAVIDECASTELLAN,94,conhost,process.Id,process.CPU,thread.ThreadState,,1619647230.2013,28/04/2021 22:00:30
DAVIDECASTELLAN,97,conhost,process.Id,process.CPU,thread.ThreadState,,1619647230.43321,28/04/2021 22:00:30
DAVIDECASTELLAN,908,csrss,process.Id,process.CPU,thread.ThreadState,,1619647230.63883,28/04/2021 22:00:30
DAVIDECASTELLAN,1091,csrss,process.Id,process.CPU,thread.ThreadState,,1619647230.84482,28/04/2021 22:00:30
DAVIDECASTELLAN,576,ctfmon,process.Id,process.CPU,thread.ThreadState,,1619647231.05246,28/04/2021 22:00:31
DAVIDECASTELLAN,275,CVHSVC,process.Id,process.CPU,thread.ThreadState,,1619647231.25823,28/04/2021 22:00:31
DAVIDECASTELLAN,461,dasHost,process.Id,process.CPU,thread.ThreadState,,1619647231.48518,28/04/2021 22:00:31
DAVIDECASTELLAN,1881,devenv,process.Id,process.CPU,thread.ThreadState,,1619647231.69605,28/04/2021 22:00:31
DAVIDECASTELLAN,3365,devenv,process.Id,process.CPU,thread.ThreadState,,1619647231.89667,28/04/2021 22:00:31
DAVIDECASTELLAN,825,Discord,process.Id,process.CPU,thread.ThreadState,,1619647232.09828,28/04/2021 22:00:32
DAVIDECASTELLAN,450,Discord,process.Id,process.CPU,thread.ThreadState,,1619647232.3026,28/04/2021 22:00:32
DAVIDECASTELLAN,212,Discord,process.Id,process.CPU,thread.ThreadState,,1619647232.53629,28/04/2021 22:00:32
DAVIDECASTELLAN,305,Discord,process.Id,process.CPU,thread.ThreadState,,1619647232.74512,28/04/2021 22:00:32
DAVIDECASTELLAN,981,Discord,process.Id,process.CPU,thread.ThreadState,,1619647232.94782,28/04/2021 22:00:32
DAVIDECASTELLAN,1177,Discord,process.Id,process.CPU,thread.ThreadState,,1619647233.1549,28/04/2021 22:00:33
DAVIDECASTELLAN,130,dllhost,process.Id,process.CPU,thread.ThreadState,,1619647233.35824,28/04/2021 22:00:33
DAVIDECASTELLAN,271,dllhost,process.Id,process.CPU,thread.ThreadState,,1619647233.57841,28/04/2021 22:00:33
DAVIDECASTELLAN,1863,dwm,process.Id,process.CPU,thread.ThreadState,,1619647233.78663,28/04/2021 22:00:33
DAVIDECASTELLAN,105,esif_uf,process.Id,process.CPU,thread.ThreadState,,1619647233.98628,28/04/2021 22:00:33
DAVIDECASTELLAN,357,EvtEng,process.Id,process.CPU,thread.ThreadState,,1619647234.19341,28/04/2021 22:00:34
DAVIDECASTELLAN,3316,explorer,process.Id,process.CPU,thread.ThreadState,,1619647234.3982,28/04/2021 22:00:34
DAVIDECASTELLAN,199,FNPLicensingService,process.Id,process.CPU,thread.ThreadState,,1619647234.61428,28/04/2021 22:00:34
DAVIDECASTELLAN,32,fontdrvhost,process.Id,process.CPU,thread.ThreadState,,1619647234.82027,28/04/2021 22:00:34
DAVIDECASTELLAN,32,fontdrvhost,process.Id,process.CPU,thread.ThreadState,,1619647235.02437,28/04/2021 22:00:35
DAVIDECASTELLAN,1055,GOOGLE~1,process.Id,process.CPU,thread.ThreadState,,1619647235.23025,28/04/2021 22:00:35
DAVIDECASTELLAN,59,GOOGLE~1,process.Id,process.CPU,thread.ThreadState,,1619647235.43135,28/04/2021 22:00:35
DAVIDECASTELLAN,1274,GOOGLE~1,process.Id,process.CPU,thread.ThreadState,,1619647235.65829,28/04/2021 22:00:35
DAVIDECASTELLAN,59,GOOGLE~1,process.Id,process.CPU,thread.ThreadState,,1619647235.86939,28/04/2021 22:00:35
DAVIDECASTELLAN,678,GOOGLE~1,process.Id,process.CPU,thread.ThreadState,,1619647236.07071,28/04/2021 22:00:36
DAVIDECASTELLAN,73,GOOGLE~1,process.Id,process.CPU,thread.ThreadState,,1619647236.27328,28/04/2021 22:00:36
DAVIDECASTELLAN,171,GoogleCrashHandler,process.Id,process.CPU,thread.ThreadState,,1619647236.47521,28/04/2021 22:00:36
DAVIDECASTELLAN,154,GoogleCrashHandler64,process.Id,process.CPU,thread.ThreadState,,1619647236.69578,28/04/2021 22:00:36
DAVIDECASTELLAN,47,googledrivesync,process.Id,process.CPU,thread.ThreadState,,1619647236.90337,28/04/2021 22:00:36
DAVIDECASTELLAN,1313,googledrivesync,process.Id,process.CPU,thread.ThreadState,,1619647237.10283,28/04/2021 22:00:37
DAVIDECASTELLAN,835,HPAudioSwitch,process.Id,process.CPU,thread.ThreadState,,1619647237.3224,28/04/2021 22:00:37
DAVIDECASTELLAN,402,HPCommRecovery,process.Id,process.CPU,thread.ThreadState,,1619647237.53147,28/04/2021 22:00:37
DAVIDECASTELLAN,434,HPJumpStartBridge,process.Id,process.CPU,thread.ThreadState,,1619647237.76034,28/04/2021 22:00:37
DAVIDECASTELLAN,168,HPJumpStartLaunch,process.Id,process.CPU,thread.ThreadState,,1619647237.97229,28/04/2021 22:00:37
DAVIDECASTELLAN,238,hpqwmiex,process.Id,process.CPU,thread.ThreadState,,1619647238.17372,28/04/2021 22:00:38
DAVIDECASTELLAN,965,HPSupportSolutionsFrameworkService,process.Id,process.CPU,thread.ThreadState,,1619647238.38027,28/04/2021 22:00:38
DAVIDECASTELLAN,137,HPWMISVC,process.Id,process.CPU,thread.ThreadState,,1619647238.58452,28/04/2021 22:00:38
DAVIDECASTELLAN,204,HuaweiHiSuiteService64,process.Id,process.CPU,thread.ThreadState,,1619647238.81737,28/04/2021 22:00:38
DAVIDECASTELLAN,89,ibtsiva,process.Id,process.CPU,thread.ThreadState,,1619647239.02982,28/04/2021 22:00:39
DAVIDECASTELLAN,0,Idle,process.Id,process.CPU,thread.ThreadState,,1619647239.23529,28/04/2021 22:00:39
DAVIDECASTELLAN,174,igfxCUIService,process.Id,process.CPU,thread.ThreadState,,1619647239.44638,28/04/2021 22:00:39
DAVIDECASTELLAN,662,igfxEM,process.Id,process.CPU,thread.ThreadState,,1619647239.66815,28/04/2021 22:00:39
DAVIDECASTELLAN,167,IntelCpHDCPSvc,process.Id,process.CPU,thread.ThreadState,,1619647239.90552,28/04/2021 22:00:39
DAVIDECASTELLAN,139,IntelCpHeciSvc,process.Id,process.CPU,thread.ThreadState,,1619647240.11985,28/04/2021 22:00:40
DAVIDECASTELLAN,136,jhi_service,process.Id,process.CPU,thread.ThreadState,,1619647240.34032,28/04/2021 22:00:40
DAVIDECASTELLAN,269,LMS,process.Id,process.CPU,thread.ThreadState,,1619647240.55263,28/04/2021 22:00:40
DAVIDECASTELLAN,542,LockApp,process.Id,process.CPU,thread.ThreadState,,1619647240.78533,28/04/2021 22:00:40
DAVIDECASTELLAN,2030,lsass,process.Id,process.CPU,thread.ThreadState,,1619647241.04042,28/04/2021 22:00:41
DAVIDECASTELLAN,169,mDNSResponder,process.Id,process.CPU,thread.ThreadState,,1619647241.27556,28/04/2021 22:00:41
DAVIDECASTELLAN,0,Memory Compression,process.Id,process.CPU,thread.ThreadState,,1619647241.51359,28/04/2021 22:00:41
DAVIDECASTELLAN,501,Microsoft.Photos,process.Id,process.CPU,thread.ThreadState,,1619647241.72387,28/04/2021 22:00:41
DAVIDECASTELLAN,839,Microsoft.ServiceHub.Controller,process.Id,process.CPU,thread.ThreadState,,1619647241.93436,28/04/2021 22:00:41
DAVIDECASTELLAN,709,Microsoft.ServiceHub.Controller,process.Id,process.CPU,thread.ThreadState,,1619647242.15652,28/04/2021 22:00:42
DAVIDECASTELLAN,269,moses,process.Id,process.CPU,thread.ThreadState,,1619647242.37859,28/04/2021 22:00:42
DAVIDECASTELLAN,9050,MsMpEng,process.Id,process.CPU,thread.ThreadState,,1619647242.58754,28/04/2021 22:00:42
DAVIDECASTELLAN,494,Music.UI,process.Id,process.CPU,thread.ThreadState,,1619647242.78371,28/04/2021 22:00:42
DAVIDECASTELLAN,208,NisSrv,process.Id,process.CPU,thread.ThreadState,,1619647243.0314,28/04/2021 22:00:43
DAVIDECASTELLAN,384,notepad++,process.Id,process.CPU,thread.ThreadState,,1619647243.26297,28/04/2021 22:00:43
DAVIDECASTELLAN,153,OpenConsole,process.Id,process.CPU,thread.ThreadState,,1619647243.47681,28/04/2021 22:00:43
DAVIDECASTELLAN,154,OpenConsole,process.Id,process.CPU,thread.ThreadState,,1619647243.68551,28/04/2021 22:00:43
DAVIDECASTELLAN,151,OpenConsole,process.Id,process.CPU,thread.ThreadState,,1619647243.89152,28/04/2021 22:00:43
DAVIDECASTELLAN,657,PaintStudio.View,process.Id,process.CPU,thread.ThreadState,,1619647244.12841,28/04/2021 22:00:44
DAVIDECASTELLAN,697,PerfWatson2,process.Id,process.CPU,thread.ThreadState,,1619647244.37144,28/04/2021 22:00:44
DAVIDECASTELLAN,793,PerfWatson2,process.Id,process.CPU,thread.ThreadState,,1619647244.5983,28/04/2021 22:00:44
DAVIDECASTELLAN,766,powershell,process.Id,process.CPU,thread.ThreadState,,1619647244.80508,28/04/2021 22:00:44
DAVIDECASTELLAN,413,powershell,process.Id,process.CPU,thread.ThreadState,,1619647245.01113,28/04/2021 22:00:45
DAVIDECASTELLAN,683,powershell,process.Id,process.CPU,thread.ThreadState,,1619647245.23466,28/04/2021 22:00:45
DAVIDECASTELLAN,498,powershell,process.Id,process.CPU,thread.ThreadState,,1619647245.45052,28/04/2021 22:00:45
DAVIDECASTELLAN,268,PresentationFontCache,process.Id,process.CPU,thread.ThreadState,,1619647245.66229,28/04/2021 22:00:45
DAVIDECASTELLAN,158,PreziCrashHandler,process.Id,process.CPU,thread.ThreadState,,1619647245.86651,28/04/2021 22:00:45
DAVIDECASTELLAN,141,PreziCrashHandler64,process.Id,process.CPU,thread.ThreadState,,1619647246.07751,28/04/2021 22:00:46
DAVIDECASTELLAN,229,QuickTextPaste,process.Id,process.CPU,thread.ThreadState,,1619647246.30561,28/04/2021 22:00:46
DAVIDECASTELLAN,937,RadeonSettings,process.Id,process.CPU,thread.ThreadState,,1619647246.5177,28/04/2021 22:00:46
DAVIDECASTELLAN,0,Registry,process.Id,process.CPU,thread.ThreadState,,1619647246.74473,28/04/2021 22:00:46
DAVIDECASTELLAN,184,RegSrvc,process.Id,process.CPU,thread.ThreadState,,1619647246.95284,28/04/2021 22:00:46
DAVIDECASTELLAN,191,RtkAudioService64,process.Id,process.CPU,thread.ThreadState,,1619647247.15247,28/04/2021 22:00:47
DAVIDECASTELLAN,606,RtkNGUI64,process.Id,process.CPU,thread.ThreadState,,1619647247.39472,28/04/2021 22:00:47
DAVIDECASTELLAN,119,RuntimeBroker,process.Id,process.CPU,thread.ThreadState,,1619647247.65654,28/04/2021 22:00:47
DAVIDECASTELLAN,131,RuntimeBroker,process.Id,process.CPU,thread.ThreadState,,1619647247.90271,28/04/2021 22:00:47
DAVIDECASTELLAN,319,RuntimeBroker,process.Id,process.CPU,thread.ThreadState,,1619647248.11678,28/04/2021 22:00:48
DAVIDECASTELLAN,700,RuntimeBroker,process.Id,process.CPU,thread.ThreadState,,1619647248.35535,28/04/2021 22:00:48
DAVIDECASTELLAN,390,RuntimeBroker,process.Id,process.CPU,thread.ThreadState,,1619647248.5895,28/04/2021 22:00:48
DAVIDECASTELLAN,299,RuntimeBroker,process.Id,process.CPU,thread.ThreadState,,1619647248.80555,28/04/2021 22:00:48
DAVIDECASTELLAN,122,RuntimeBroker,process.Id,process.CPU,thread.ThreadState,,1619647249.0154,28/04/2021 22:00:49
DAVIDECASTELLAN,459,RuntimeBroker,process.Id,process.CPU,thread.ThreadState,,1619647249.22201,28/04/2021 22:00:49
DAVIDECASTELLAN,147,RuntimeBroker,process.Id,process.CPU,thread.ThreadState,,1619647249.46177,28/04/2021 22:00:49
DAVIDECASTELLAN,207,RuntimeBroker,process.Id,process.CPU,thread.ThreadState,,1619647249.70894,28/04/2021 22:00:49
DAVIDECASTELLAN,390,RuntimeBroker,process.Id,process.CPU,thread.ThreadState,,1619647249.93193,28/04/2021 22:00:49
DAVIDECASTELLAN,155,RuntimeBroker,process.Id,process.CPU,thread.ThreadState,,1619647250.14855,28/04/2021 22:00:50
DAVIDECASTELLAN,494,RuntimeBroker,process.Id,process.CPU,thread.ThreadState,,1619647250.36047,28/04/2021 22:00:50
DAVIDECASTELLAN,698,SamsungMagician,process.Id,process.CPU,thread.ThreadState,,1619647250.59852,28/04/2021 22:00:50
DAVIDECASTELLAN,97,schtasks,process.Id,process.CPU,thread.ThreadState,,1619647250.82676,28/04/2021 22:00:50
DAVIDECASTELLAN,97,schtasks,process.Id,process.CPU,thread.ThreadState,,1619647251.03965,28/04/2021 22:00:51
DAVIDECASTELLAN,749,ScriptedSandbox64,process.Id,process.CPU,thread.ThreadState,,1619647251.24868,28/04/2021 22:00:51
DAVIDECASTELLAN,2194,SearchApp,process.Id,process.CPU,thread.ThreadState,,1619647251.46781,28/04/2021 22:00:51
DAVIDECASTELLAN,817,SearchIndexer,process.Id,process.CPU,thread.ThreadState,,1619647251.69734,28/04/2021 22:00:51
DAVIDECASTELLAN,381,SecurityHealthService,process.Id,process.CPU,thread.ThreadState,,1619647251.91189,28/04/2021 22:00:51
DAVIDECASTELLAN,162,SecurityHealthSystray,process.Id,process.CPU,thread.ThreadState,,1619647252.12311,28/04/2021 22:00:52
DAVIDECASTELLAN,1133,ServiceHub.DataWarehouseHost,process.Id,process.CPU,thread.ThreadState,,1619647252.33274,28/04/2021 22:00:52
DAVIDECASTELLAN,1042,ServiceHub.Host.CLR.x86,process.Id,process.CPU,thread.ThreadState,,1619647252.55278,28/04/2021 22:00:52
DAVIDECASTELLAN,831,ServiceHub.Host.CLR.x86,process.Id,process.CPU,thread.ThreadState,,1619647252.78379,28/04/2021 22:00:52
DAVIDECASTELLAN,1016,ServiceHub.Host.CLR.x86,process.Id,process.CPU,thread.ThreadState,,1619647253.0086,28/04/2021 22:00:53
DAVIDECASTELLAN,1489,ServiceHub.Host.CLR.x86,process.Id,process.CPU,thread.ThreadState,,1619647253.23167,28/04/2021 22:00:53
DAVIDECASTELLAN,946,ServiceHub.Host.CLR.x86,process.Id,process.CPU,thread.ThreadState,,1619647253.44608,28/04/2021 22:00:53
DAVIDECASTELLAN,1167,ServiceHub.IdentityHost,process.Id,process.CPU,thread.ThreadState,,1619647253.67904,28/04/2021 22:00:53
DAVIDECASTELLAN,1037,ServiceHub.IdentityHost,process.Id,process.CPU,thread.ThreadState,,1619647253.90571,28/04/2021 22:00:53
DAVIDECASTELLAN,1274,ServiceHub.RoslynCodeAnalysisService,process.Id,process.CPU,thread.ThreadState,,1619647254.11951,28/04/2021 22:00:54
DAVIDECASTELLAN,1375,ServiceHub.SettingsHost,process.Id,process.CPU,thread.ThreadState,,1619647254.32985,28/04/2021 22:00:54
DAVIDECASTELLAN,1509,ServiceHub.SettingsHost,process.Id,process.CPU,thread.ThreadState,,1619647254.53972,28/04/2021 22:00:54
DAVIDECASTELLAN,746,ServiceHub.TestWindowStoreHost,process.Id,process.CPU,thread.ThreadState,,1619647254.77254,28/04/2021 22:00:54
DAVIDECASTELLAN,690,ServiceHub.ThreadedWaitDialog,process.Id,process.CPU,thread.ThreadState,,1619647254.99927,28/04/2021 22:00:54
DAVIDECASTELLAN,771,ServiceHub.ThreadedWaitDialog,process.Id,process.CPU,thread.ThreadState,,1619647255.21924,28/04/2021 22:00:55
DAVIDECASTELLAN,1322,ServiceHub.VSDetouredHost,process.Id,process.CPU,thread.ThreadState,,1619647255.43887,28/04/2021 22:00:55
DAVIDECASTELLAN,1038,ServiceHub.VSDetouredHost,process.Id,process.CPU,thread.ThreadState,,1619647255.65569,28/04/2021 22:00:55
DAVIDECASTELLAN,938,services,process.Id,process.CPU,thread.ThreadState,,1619647255.90246,28/04/2021 22:00:55
DAVIDECASTELLAN,667,SettingSyncHost,process.Id,process.CPU,thread.ThreadState,,1619647256.17686,28/04/2021 22:00:56
DAVIDECASTELLAN,561,sftlist,process.Id,process.CPU,thread.ThreadState,,1619647256.41864,28/04/2021 22:00:56
DAVIDECASTELLAN,140,sftvsa,process.Id,process.CPU,thread.ThreadState,,1619647256.64348,28/04/2021 22:00:56
DAVIDECASTELLAN,105,SgrmBroker,process.Id,process.CPU,thread.ThreadState,,1619647256.89051,28/04/2021 22:00:56
DAVIDECASTELLAN,914,ShellExperienceHost,process.Id,process.CPU,thread.ThreadState,,1619647257.12791,28/04/2021 22:00:57
DAVIDECASTELLAN,2061,sihost,process.Id,process.CPU,thread.ThreadState,,1619647257.35211,28/04/2021 22:00:57
DAVIDECASTELLAN,53,smss,process.Id,process.CPU,thread.ThreadState,,1619647257.56673,28/04/2021 22:00:57
DAVIDECASTELLAN,623,spoolsv,process.Id,process.CPU,thread.ThreadState,,1619647257.78781,28/04/2021 22:00:57
DAVIDECASTELLAN,142,sqlwriter,process.Id,process.CPU,thread.ThreadState,,1619647258.03291,28/04/2021 22:00:58
DAVIDECASTELLAN,729,StartMenuExperienceHost,process.Id,process.CPU,thread.ThreadState,,1619647258.2634,28/04/2021 22:00:58
DAVIDECASTELLAN,883,steam,process.Id,process.CPU,thread.ThreadState,,1619647258.49564,28/04/2021 22:00:58
DAVIDECASTELLAN,238,steamservice,process.Id,process.CPU,thread.ThreadState,,1619647258.74112,28/04/2021 22:00:58
DAVIDECASTELLAN,389,steamwebhelper,process.Id,process.CPU,thread.ThreadState,,1619647258.98377,28/04/2021 22:00:58
DAVIDECASTELLAN,526,steamwebhelper,process.Id,process.CPU,thread.ThreadState,,1619647259.22978,28/04/2021 22:00:59
DAVIDECASTELLAN,531,steamwebhelper,process.Id,process.CPU,thread.ThreadState,,1619647259.46291,28/04/2021 22:00:59
DAVIDECASTELLAN,862,steamwebhelper,process.Id,process.CPU,thread.ThreadState,,1619647259.68605,28/04/2021 22:00:59
DAVIDECASTELLAN,755,steamwebhelper,process.Id,process.CPU,thread.ThreadState,,1619647259.90278,28/04/2021 22:00:59
DAVIDECASTELLAN,261,steamwebhelper,process.Id,process.CPU,thread.ThreadState,,1619647260.16788,28/04/2021 22:01:00
DAVIDECASTELLAN,508,steamwebhelper,process.Id,process.CPU,thread.ThreadState,,1619647260.43384,28/04/2021 22:01:00
DAVIDECASTELLAN,1719,svchost,process.Id,process.CPU,thread.ThreadState,,1619647260.68579,28/04/2021 22:01:00
DAVIDECASTELLAN,187,svchost,process.Id,process.CPU,thread.ThreadState,,1619647260.93006,28/04/2021 22:01:00
DAVIDECASTELLAN,345,svchost,process.Id,process.CPU,thread.ThreadState,,1619647261.16185,28/04/2021 22:01:01
DAVIDECASTELLAN,1729,svchost,process.Id,process.CPU,thread.ThreadState,,1619647261.39221,28/04/2021 22:01:01
DAVIDECASTELLAN,465,svchost,process.Id,process.CPU,thread.ThreadState,,1619647261.61436,28/04/2021 22:01:01
DAVIDECASTELLAN,384,svchost,process.Id,process.CPU,thread.ThreadState,,1619647261.84482,28/04/2021 22:01:01
DAVIDECASTELLAN,564,svchost,process.Id,process.CPU,thread.ThreadState,,1619647262.1134,28/04/2021 22:01:02
DAVIDECASTELLAN,247,svchost,process.Id,process.CPU,thread.ThreadState,,1619647262.37681,28/04/2021 22:01:02
DAVIDECASTELLAN,237,svchost,process.Id,process.CPU,thread.ThreadState,,1619647262.61082,28/04/2021 22:01:02
DAVIDECASTELLAN,395,svchost,process.Id,process.CPU,thread.ThreadState,,1619647262.84517,28/04/2021 22:01:02
DAVIDECASTELLAN,440,svchost,process.Id,process.CPU,thread.ThreadState,,1619647263.05896,28/04/2021 22:01:03
DAVIDECASTELLAN,352,svchost,process.Id,process.CPU,thread.ThreadState,,1619647263.28121,28/04/2021 22:01:03
DAVIDECASTELLAN,440,svchost,process.Id,process.CPU,thread.ThreadState,,1619647263.51035,28/04/2021 22:01:03
DAVIDECASTELLAN,261,svchost,process.Id,process.CPU,thread.ThreadState,,1619647263.72692,28/04/2021 22:01:03
DAVIDECASTELLAN,342,svchost,process.Id,process.CPU,thread.ThreadState,,1619647263.96502,28/04/2021 22:01:03
DAVIDECASTELLAN,429,svchost,process.Id,process.CPU,thread.ThreadState,,1619647264.18769,28/04/2021 22:01:04
DAVIDECASTELLAN,339,svchost,process.Id,process.CPU,thread.ThreadState,,1619647264.41783,28/04/2021 22:01:04
DAVIDECASTELLAN,455,svchost,process.Id,process.CPU,thread.ThreadState,,1619647264.64338,28/04/2021 22:01:04
DAVIDECASTELLAN,145,svchost,process.Id,process.CPU,thread.ThreadState,,1619647264.85689,28/04/2021 22:01:04
DAVIDECASTELLAN,215,svchost,process.Id,process.CPU,thread.ThreadState,,1619647265.06925,28/04/2021 22:01:05
DAVIDECASTELLAN,178,svchost,process.Id,process.CPU,thread.ThreadState,,1619647265.28933,28/04/2021 22:01:05
DAVIDECASTELLAN,1354,svchost,process.Id,process.CPU,thread.ThreadState,,1619647265.51264,28/04/2021 22:01:05
DAVIDECASTELLAN,123,svchost,process.Id,process.CPU,thread.ThreadState,,1619647265.74017,28/04/2021 22:01:05
